ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,cpi_diff,cpi_diff_lower,cpi_diff_upper,crisis,crisis_lower,crisis_upper,election,election_lower,election_upper,event,event_lower,event_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,fed_fund,fed_fund_lower,fed_fund_upper,holidays,holidays_lower,holidays_upper,monetary_base_diff,monetary_base_diff_lower,monetary_base_diff_upper,monthly,monthly_lower,monthly_upper,saudi_production,saudi_production_lower,saudi_production_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1995/5/1,7.553808885,14.18934647,27.79992418,7.553808885,7.553808885,13.48639198,13.48639198,13.48639198,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.57827413,11.57827413,11.57827413,14.37225461,14.37225461,14.37225461,0,0,0,0.002204655,0.002204655,0.002204655,-0.290372044,-0.290372044,-0.290372044,-2.767041114,-2.767041114,-2.767041114,2.198489887,2.198489887,2.198489887,0,0,0,21.04020086
1995/5/2,7.567424964,13.58566513,28.14122978,7.567424964,7.567424964,13.10758559,13.10758559,13.10758559,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.22590041,11.22590041,11.22590041,14.01988089,14.01988089,14.01988089,0,0,0,0.002204655,0.002204655,0.002204655,-0.236017581,-0.236017581,-0.236017581,-2.767041114,-2.767041114,-2.767041114,2.11770276,2.11770276,2.11770276,0,0,0,20.67501056
1995/5/3,7.581041043,13.53959181,27.68310108,7.581041043,7.581041043,13.03781466,13.03781466,13.03781466,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.18674778,11.18674778,11.18674778,13.98072826,13.98072826,13.98072826,0,0,0,0.002204655,0.002204655,0.002204655,-0.16989885,-0.16989885,-0.16989885,-2.767041114,-2.767041114,-2.767041114,2.020965736,2.020965736,2.020965736,0,0,0,20.61885571
1995/5/4,7.594657122,13.84482345,27.38098835,7.594657122,7.594657122,13.02565393,13.02565393,13.02565393,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.22590041,11.22590041,11.22590041,14.01988089,14.01988089,14.01988089,0,0,0,0.002204655,0.002204655,0.002204655,-0.108249937,-0.108249937,-0.108249937,-2.767041114,-2.767041114,-2.767041114,1.908003449,1.908003449,1.908003449,0,0,0,20.62031105
1995/5/5,7.608273202,14.44893937,27.14876874,7.608273202,7.608273202,12.83338346,12.83338346,12.83338346,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.10844251,11.10844251,11.10844251,13.90242299,13.90242299,13.90242299,0,0,0,0.002204655,0.002204655,0.002204655,-0.054605112,-0.054605112,-0.054605112,-2.767041114,-2.767041114,-2.767041114,1.77954607,1.77954607,1.77954607,0,0,0,20.44165667
1995/5/8,7.649121439,13.59483865,27.28320711,7.649121439,7.649121439,12.65649356,12.65649356,12.65649356,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.34335832,11.34335832,11.34335832,14.1373388,14.1373388,14.1373388,0,0,0,0.002204655,0.002204655,0.002204655,-0.011542021,-0.011542021,-0.011542021,-2.767041114,-2.767041114,-2.767041114,1.324677261,1.324677261,1.324677261,0,0,0,20.305615
1995/5/9,7.662737518,13.29825162,26.732239,7.662737518,7.662737518,12.10580132,12.10580132,12.10580132,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.9909846,10.9909846,10.9909846,13.78496508,13.78496508,13.78496508,0,0,0,0.002204655,0.002204655,0.002204655,-0.047637324,-0.047637324,-0.047637324,-2.767041114,-2.767041114,-2.767041114,1.162454041,1.162454041,1.162454041,0,0,0,19.76853883
1995/5/10,7.676353597,12.7379083,26.55602152,7.676353597,7.676353597,12.24110412,12.24110412,12.24110412,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.30420568,11.30420568,11.30420568,14.09818617,14.09818617,14.09818617,0,0,0,0.002204655,0.002204655,0.002204655,-0.065885114,-0.065885114,-0.065885114,-2.767041114,-2.767041114,-2.767041114,1.002783554,1.002783554,1.002783554,0,0,0,19.91745772
1995/5/11,7.689969676,13.3878914,27.17071164,7.689969676,7.689969676,12.00854925,12.00854925,12.00854925,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.18674778,11.18674778,11.18674778,13.98072826,13.98072826,13.98072826,0,0,0,0.002204655,0.002204655,0.002204655,-0.028820847,-0.028820847,-0.028820847,-2.767041114,-2.767041114,-2.767041114,0.850622324,0.850622324,0.850622324,0,0,0,19.69851893
1995/5/12,7.703585755,12.71708067,26.79604428,7.703585755,7.703585755,11.9242701,11.9242701,11.9242701,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.14759514,11.14759514,11.14759514,13.94157562,13.94157562,13.94157562,0,0,0,0.002204655,0.002204655,0.002204655,0.066123487,0.066123487,0.066123487,-2.767041114,-2.767041114,-2.767041114,0.710551467,0.710551467,0.710551467,0,0,0,19.62785585
1995/5/15,7.744433993,12.94867943,27.82276325,7.744433993,7.744433993,12.4876705,12.4876705,12.4876705,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.85053313,11.85053313,11.85053313,14.64632306,14.64632306,14.64632306,0,0,0,0.0003952,0.0003952,0.0003952,0.241550281,0.241550281,0.241550281,-2.767041114,-2.767041114,-2.767041114,0.395587093,0.395587093,0.395587093,0,0,0,20.23210449
1995/5/16,7.758050072,12.48304535,26.38754622,7.758050072,7.758050072,11.75460655,11.75460655,11.75460655,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.22590041,11.22590041,11.22590041,14.01988089,14.01988089,14.01988089,0,0,0,0.002204655,0.002204655,0.002204655,0.198310614,0.198310614,0.198310614,-2.767041114,-2.767041114,-2.767041114,0.330395521,0.330395521,0.330395521,0,0,0,19.51265662
1995/5/17,7.771666151,12.81680704,26.11116461,7.771666151,7.771666151,11.52762987,11.52762987,11.52762987,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.06928987,11.06928987,11.06928987,13.86327035,13.86327035,13.86327035,0,0,0,0.002204655,0.002204655,0.002204655,0.174394169,0.174394169,0.174394169,-2.767041114,-2.767041114,-2.767041114,0.283945828,0.283945828,0.283945828,0,0,0,19.29929602
1995/5/18,7.78528223,12.42001929,25.67419499,7.78528223,7.78528223,11.57010937,11.57010937,11.57010937,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.10844251,11.10844251,11.10844251,13.90242299,13.90242299,13.90242299,0,0,0,0.002204655,0.002204655,0.002204655,0.20813953,0.20813953,0.20813953,-2.767041114,-2.767041114,-2.767041114,0.253527336,0.253527336,0.253527336,0,0,0,19.3553916
1995/5/19,7.798898309,12.20174194,26.53615142,7.798898309,7.798898309,11.4663324,11.4663324,11.4663324,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.95183196,10.95183196,10.95183196,13.74581245,13.74581245,13.74581245,0,0,0,0.002204655,0.002204655,0.002204655,0.279129193,0.279129193,0.279129193,-2.767041114,-2.767041114,-2.767041114,0.235371247,0.235371247,0.235371247,0,0,0,19.26523071
1995/5/22,7.839746546,12.48201601,26.65134329,7.839746546,7.839746546,11.54963012,11.54963012,11.54963012,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.18674778,11.18674778,11.18674778,13.98072826,13.98072826,13.98072826,0,0,0,0.002204655,0.002204655,0.002204655,0.15443529,0.15443529,0.15443529,-2.767041114,-2.767041114,-2.767041114,0.208447057,0.208447057,0.208447057,0,0,0,19.38937667
1995/5/23,7.853362625,12.16367041,25.85075022,7.853362625,7.853362625,11.22762148,11.22762148,11.22762148,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.03013724,11.03013724,11.03013724,13.82411772,13.82411772,13.82411772,0,0,0,0.002204655,0.002204655,0.002204655,0.004043109,0.004043109,0.004043109,-2.767041114,-2.767041114,-2.767041114,0.193441132,0.193441132,0.193441132,0,0,0,19.0809841
1995/5/24,7.866978705,12.51033946,26.4698326,7.866978705,7.866978705,11.88161155,11.88161155,11.88161155,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.81318995,11.81318995,11.81318995,14.60717043,14.60717043,14.60717043,0,0,0,0.002204655,0.002204655,0.002204655,-0.100884798,-0.100884798,-0.100884798,-2.767041114,-2.767041114,-2.767041114,0.169306406,0.169306406,0.169306406,0,0,0,19.74859026
1995/5/25,7.880594784,12.64524543,26.44463318,7.880594784,7.880594784,11.34486538,11.34486538,11.34486538,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.34335832,11.34335832,11.34335832,14.1373388,14.1373388,14.1373388,0,0,0,0.002204655,0.002204655,0.002204655,-0.132468692,-0.132468692,-0.132468692,-2.767041114,-2.767041114,-2.767041114,0.133975748,0.133975748,0.133975748,0,0,0,19.22546016
1995/5/26,7.894210863,12.01961958,25.77451264,7.894210863,7.894210863,11.03532227,11.03532227,11.03532227,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.06928987,11.06928987,11.06928987,13.86327035,13.86327035,13.86327035,0,0,0,0.002204655,0.002204655,0.002204655,-0.120710774,-0.120710774,-0.120710774,-2.767041114,-2.767041114,-2.767041114,0.086743175,0.086743175,0.086743175,0,0,0,18.92953314
1995/5/29,7.9350591,12.1920249,25.03332976,7.9350591,7.9350591,10.71478663,10.71478663,10.71478663,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.06496547,11.06496547,11.06496547,13.86327035,13.86327035,13.86327035,0,0,0,-0.002119748,-0.002119748,-0.002119748,-0.237302499,-0.237302499,-0.237302499,-2.767041114,-2.767041114,-2.767041114,-0.112876334,-0.112876334,-0.112876334,0,0,0,18.64984574
1995/5/30,7.948675179,12.02951892,26.11239371,7.948675179,7.948675179,10.97733546,10.97733546,10.97733546,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.46081623,11.46081623,11.46081623,14.25479671,14.25479671,14.25479671,0,0,0,0.002204655,0.002204655,0.002204655,-0.294993213,-0.294993213,-0.294993213,-2.767041114,-2.767041114,-2.767041114,-0.188487553,-0.188487553,-0.188487553,0,0,0,18.92601064
1995/5/31,7.962291258,12.2835816,26.14065931,7.962291258,7.962291258,11.28587243,11.28587243,11.28587243,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.85234258,11.85234258,11.85234258,14.64632306,14.64632306,14.64632306,0,0,0,0.002204655,0.002204655,0.002204655,-0.304786399,-0.304786399,-0.304786399,-2.767041114,-2.767041114,-2.767041114,-0.261683749,-0.261683749,-0.261683749,0,0,0,19.24816369
1995/6/1,7.975907337,10.89555333,25.31768867,7.975907337,7.975907337,10.04629425,10.04629425,10.04629425,0.514589598,0.514589598,0.514589598,0,0,0,0,0,0,0,0,0,10.64056672,10.64056672,10.64056672,14.1373388,14.1373388,14.1373388,0,0,0,0.002204655,0.002204655,0.002204655,-0.266265476,-0.266265476,-0.266265476,-4.013566329,-4.013566329,-4.013566329,-0.328007003,-0.328007003,-0.328007003,0,0,0,18.02220158
1995/6/2,7.989523417,10.38465104,23.97195564,7.989523417,7.989523417,9.432103905,9.432103905,9.432103905,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.01852783,10.01852783,10.01852783,14.05903353,14.05903353,14.05903353,0,0,0,0.002204655,0.002204655,0.002204655,-0.203032087,-0.203032087,-0.203032087,-4.013566329,-4.013566329,-4.013566329,-0.383391841,-0.383391841,-0.383391841,0,0,0,17.42162732
1995/6/5,8.030371654,10.78918544,24.50693269,8.030371654,8.030371654,9.412715866,9.412715866,9.412715866,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,9.901069927,9.901069927,9.901069927,13.94157562,13.94157562,13.94157562,0,0,0,0.002204655,0.002204655,0.002204655,-0.031680097,-0.031680097,-0.031680097,-4.013566329,-4.013566329,-4.013566329,-0.456673964,-0.456673964,-0.456673964,0,0,0,17.44308752
1995/6/6,8.043987733,10.43376232,24.09180114,8.043987733,8.043987733,9.336001452,9.336001452,9.336001452,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,9.78361202,9.78361202,9.78361202,13.82411772,13.82411772,13.82411772,0,0,0,0.002204655,0.002204655,0.002204655,-0.000363688,-0.000363688,-0.000363688,-4.013566329,-4.013566329,-4.013566329,-0.447246881,-0.447246881,-0.447246881,0,0,0,17.37998918
1995/6/7,8.057603812,11.01458195,24.95160608,8.057603812,8.057603812,10.10511253,10.10511253,10.10511253,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.52751209,10.52751209,10.52751209,14.56801779,14.56801779,14.56801779,0,0,0,0.002204655,0.002204655,0.002204655,0.000471108,0.000471108,0.000471108,-4.013566329,-4.013566329,-4.013566329,-0.422870669,-0.422870669,-0.422870669,0,0,0,18.16271635
1995/6/8,8.071219891,11.05364316,25.08630987,8.071219891,8.071219891,9.837754909,9.837754909,9.837754909,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.25344365,10.25344365,10.25344365,14.29394934,14.29394934,14.29394934,0,0,0,0.002204655,0.002204655,0.002204655,-0.029041418,-0.029041418,-0.029041418,-4.013566329,-4.013566329,-4.013566329,-0.386647319,-0.386647319,-0.386647319,0,0,0,17.9089748
1995/6/9,8.08483597,10.78066476,24.32435898,8.08483597,8.08483597,9.614094252,9.614094252,9.614094252,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.01852783,10.01852783,10.01852783,14.05903353,14.05903353,14.05903353,0,0,0,0.002204655,0.002204655,0.002204655,-0.061786672,-0.061786672,-0.061786672,-4.013566329,-4.013566329,-4.013566329,-0.342646909,-0.342646909,-0.342646909,0,0,0,17.69893022
1995/6/12,8.125684208,10.738701,24.91613854,8.125684208,8.125684208,9.931548094,9.931548094,9.931548094,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.01998454,10.01998454,10.01998454,14.05903353,14.05903353,14.05903353,0,0,0,0.003661365,0.003661365,0.003661365,0.123201523,0.123201523,0.123201523,-4.013566329,-4.013566329,-4.013566329,-0.211637971,-0.211637971,-0.211637971,0,0,0,18.0572323
1995/6/13,8.139300287,10.62958558,25.0440604,8.139300287,8.139300287,9.857533532,9.857533532,9.857533532,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,9.822764656,9.822764656,9.822764656,13.86327035,13.86327035,13.86327035,0,0,0,0.002204655,0.002204655,0.002204655,0.218406411,0.218406411,0.218406411,-4.013566329,-4.013566329,-4.013566329,-0.183637535,-0.183637535,-0.183637535,0,0,0,17.99683382
1995/6/14,8.152916366,11.28077956,24.55981136,8.152916366,8.152916366,9.982456672,9.982456672,9.982456672,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,9.901069927,9.901069927,9.901069927,13.94157562,13.94157562,13.94157562,0,0,0,0.002204655,0.002204655,0.002204655,0.250859144,0.250859144,0.250859144,-4.013566329,-4.013566329,-4.013566329,-0.169472399,-0.169472399,-0.169472399,0,0,0,18.13537304
1995/6/15,8.166532445,11.54061972,25.83171533,8.166532445,8.166532445,10.38214156,10.38214156,10.38214156,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.33174892,10.33174892,10.33174892,14.37225461,14.37225461,14.37225461,0,0,0,0.002204655,0.002204655,0.002204655,0.221438794,0.221438794,0.221438794,-4.013566329,-4.013566329,-4.013566329,-0.171046155,-0.171046155,-0.171046155,0,0,0,18.548674
1995/6/16,8.180148524,11.37855241,25.40156109,8.180148524,8.180148524,10.01009346,10.01009346,10.01009346,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.01852783,10.01852783,10.01852783,14.05903353,14.05903353,14.05903353,0,0,0,0.002204655,0.002204655,0.002204655,0.180393296,0.180393296,0.180393296,-4.013566329,-4.013566329,-4.013566329,-0.188827674,-0.188827674,-0.188827674,0,0,0,18.19024198
1995/6/19,8.220996761,11.18172399,24.97041639,8.220996761,8.220996761,10.12255803,10.12255803,10.12255803,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.13598574,10.13598574,10.13598574,14.17649144,14.17649144,14.17649144,0,0,0,0.002204655,0.002204655,0.002204655,0.308507007,0.308507007,0.308507007,-4.013566329,-4.013566329,-4.013566329,-0.321934715,-0.321934715,-0.321934715,0,0,0,18.34355479
1995/6/20,8.234612841,10.94658575,25.24395764,8.234612841,8.234612841,9.911977926,9.911977926,9.911977926,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,9.979375198,9.979375198,9.979375198,14.01988089,14.01988089,14.01988089,0,0,0,0.002204655,0.002204655,0.002204655,0.313137002,0.313137002,0.313137002,-4.013566329,-4.013566329,-4.013566329,-0.380534273,-0.380534273,-0.380534273,0,0,0,18.14659077
1995/6/21,8.24822892,10.42101586,24.38688364,8.24822892,8.24822892,8.827000473,8.827000473,8.827000473,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,9.039711945,9.039711945,9.039711945,13.08021764,13.08021764,13.08021764,0,0,0,0.002204655,0.002204655,0.002204655,0.224999405,0.224999405,0.224999405,-4.013566329,-4.013566329,-4.013566329,-0.437710878,-0.437710878,-0.437710878,0,0,0,17.07522939
1995/6/22,8.261844999,10.87570371,24.82108568,8.261844999,8.261844999,9.490875938,9.490875938,9.490875938,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,9.901069927,9.901069927,9.901069927,13.94157562,13.94157562,13.94157562,0,0,0,0.002204655,0.002204655,0.002204655,0.077484626,0.077484626,0.077484626,-4.013566329,-4.013566329,-4.013566329,-0.487678615,-0.487678615,-0.487678615,0,0,0,17.75272094
1995/6/23,8.275461078,10.55092647,24.68086666,8.275461078,8.275461078,9.123238057,9.123238057,9.123238057,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,9.705306749,9.705306749,9.705306749,13.74581245,13.74581245,13.74581245,0,0,0,0.002204655,0.002204655,0.002204655,-0.057283061,-0.057283061,-0.057283061,-4.013566329,-4.013566329,-4.013566329,-0.524785631,-0.524785631,-0.524785631,0,0,0,17.39869914
1995/6/26,8.316309315,10.32333513,24.45476848,8.316309315,8.316309315,9.272232822,9.272232822,9.272232822,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,9.901327954,9.901327954,9.901327954,13.94157562,13.94157562,13.94157562,0,0,0,0.002462682,0.002462682,0.002462682,-0.116321806,-0.116321806,-0.116321806,-4.013566329,-4.013566329,-4.013566329,-0.512773326,-0.512773326,-0.512773326,0,0,0,17.58854214
1995/6/27,8.329925394,10.38152234,25.00120056,8.329925394,8.329925394,9.109977347,9.109977347,9.109977347,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,9.705306749,9.705306749,9.705306749,13.74581245,13.74581245,13.74581245,0,0,0,0.002204655,0.002204655,0.002204655,-0.137336417,-0.137336417,-0.137336417,-4.013566329,-4.013566329,-4.013566329,-0.457992985,-0.457992985,-0.457992985,0,0,0,17.43990274
1995/6/28,8.343541473,10.57815774,24.07674977,8.343541473,8.343541473,9.050392702,9.050392702,9.050392702,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,9.627001478,9.627001478,9.627001478,13.66750718,13.66750718,13.66750718,0,0,0,0.002204655,0.002204655,0.002204655,-0.200004389,-0.200004389,-0.200004389,-4.013566329,-4.013566329,-4.013566329,-0.376604387,-0.376604387,-0.376604387,0,0,0,17.39393418
1995/6/29,8.357157553,10.67582121,24.70038767,8.357157553,8.357157553,9.24268639,9.24268639,9.24268639,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,9.78361202,9.78361202,9.78361202,13.82411772,13.82411772,13.82411772,0,0,0,0.002204655,0.002204655,0.002204655,-0.27071613,-0.27071613,-0.27071613,-4.013566329,-4.013566329,-4.013566329,-0.2702095,-0.2702095,-0.2702095,0,0,0,17.59984394
1995/6/30,8.370773632,11.908438,25.34254988,8.370773632,8.370773632,9.922312383,9.922312383,9.922312383,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.37090155,10.37090155,10.37090155,14.41140725,14.41140725,14.41140725,0,0,0,0.002204655,0.002204655,0.002204655,-0.306711907,-0.306711907,-0.306711907,-4.013566329,-4.013566329,-4.013566329,-0.141877263,-0.141877263,-0.141877263,0,0,0,18.29308601
1995/7/3,8.411621869,12.58114986,26.23950494,8.411621869,8.411621869,10.95447819,10.95447819,10.95447819,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.79761963,10.79761963,10.79761963,13.55004927,13.55004927,13.55004927,0,0,0,0.002204655,0.002204655,0.002204655,-0.16989885,-0.16989885,-0.16989885,-2.725490274,-2.725490274,-2.725490274,0.326757413,0.326757413,0.326757413,0,0,0,19.36610006
1995/7/4,8.425237948,12.74857792,26.79199394,8.425237948,8.425237948,11.18067811,11.18067811,11.18067811,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.79761963,10.79761963,10.79761963,13.55004927,13.55004927,13.55004927,0,0,0,0.002204655,0.002204655,0.002204655,-0.108249937,-0.108249937,-0.108249937,-2.725490274,-2.725490274,-2.725490274,0.491308416,0.491308416,0.491308416,0,0,0,19.60591606
1995/7/5,8.438854027,18.82883206,32.49813473,8.438854027,8.438854027,17.34399549,17.34399549,17.34399549,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,16.74882023,16.74882023,16.74882023,19.50124987,19.50124987,19.50124987,0,0,0,0.002204655,0.002204655,0.002204655,-0.054605112,-0.054605112,-0.054605112,-2.725490274,-2.725490274,-2.725490274,0.649780379,0.649780379,0.649780379,0,0,0,25.78284952
1995/7/6,8.452470106,13.34338264,27.16808487,8.452470106,8.452470106,12.2467623,12.2467623,12.2467623,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,11.46321443,11.46321443,11.46321443,14.21564407,14.21564407,14.21564407,0,0,0,0.002204655,0.002204655,0.002204655,-0.012979598,-0.012979598,-0.012979598,-2.725490274,-2.725490274,-2.725490274,0.796527468,0.796527468,0.796527468,0,0,0,20.69923241
1995/7/7,8.466086185,12.85254534,26.64985789,8.466086185,8.466086185,11.25891856,11.25891856,11.25891856,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.327788,10.327788,10.327788,13.08021764,13.08021764,13.08021764,0,0,0,0.002204655,0.002204655,0.002204655,0.004416579,0.004416579,0.004416579,-2.725490274,-2.725490274,-2.725490274,0.926713979,0.926713979,0.926713979,0,0,0,19.72500474
1995/7/10,8.506934423,13.55894141,27.29710585,8.506934423,8.506934423,11.47726068,11.47726068,11.47726068,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.35649871,10.35649871,10.35649871,13.11937028,13.11937028,13.11937028,0,0,0,-0.008237275,-0.008237275,-0.008237275,-0.065885114,-0.065885114,-0.065885114,-2.725490274,-2.725490274,-2.725490274,1.186647083,1.186647083,1.186647083,0,0,0,19.9841951
1995/7/11,8.520550502,13.21748474,26.97972148,8.520550502,8.520550502,11.44654826,11.44654826,11.44654826,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.24948273,10.24948273,10.24948273,13.00191237,13.00191237,13.00191237,0,0,0,0.002204655,0.002204655,0.002204655,-0.028820847,-0.028820847,-0.028820847,-2.725490274,-2.725490274,-2.725490274,1.225886374,1.225886374,1.225886374,0,0,0,19.96709876
1995/7/12,8.534166581,13.07030037,27.43540247,8.534166581,8.534166581,11.51923193,11.51923193,11.51923193,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.21033009,10.21033009,10.21033009,12.96275974,12.96275974,12.96275974,0,0,0,0.002204655,0.002204655,0.002204655,0.066123487,0.066123487,0.066123487,-2.725490274,-2.725490274,-2.725490274,1.242778351,1.242778351,1.242778351,0,0,0,20.05339851
1995/7/13,8.54778266,12.84012979,27.75988099,8.54778266,8.54778266,11.66579832,11.66579832,11.66579832,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.24948273,10.24948273,10.24948273,13.00191237,13.00191237,13.00191237,0,0,0,0.002204655,0.002204655,0.002204655,0.176443995,0.176443995,0.176443995,-2.725490274,-2.725490274,-2.725490274,1.239871595,1.239871595,1.239871595,0,0,0,20.21358098
1995/7/14,8.561398739,13.06778916,27.03369299,8.561398739,8.561398739,11.43982109,11.43982109,11.43982109,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,9.975414281,9.975414281,9.975414281,12.72784392,12.72784392,12.72784392,0,0,0,0.002204655,0.002204655,0.002204655,0.243827582,0.243827582,0.243827582,-2.725490274,-2.725490274,-2.725490274,1.22057923,1.22057923,1.22057923,0,0,0,20.00121983
1995/7/17,8.602246976,13.39833232,26.93758364,8.602246976,8.602246976,11.56857109,11.56857109,11.56857109,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.28863537,10.28863537,10.28863537,13.04106501,13.04106501,13.04106501,0,0,0,0.002204655,0.002204655,0.002204655,0.174394169,0.174394169,0.174394169,-2.725490274,-2.725490274,-2.725490274,1.105541556,1.105541556,1.105541556,0,0,0,20.17081807
1995/7/18,8.615863056,12.97689226,26.91452915,8.615863056,8.615863056,11.20651332,11.20651332,11.20651332,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,9.936261646,9.936261646,9.936261646,12.68869129,12.68869129,12.68869129,0,0,0,0.002204655,0.002204655,0.002204655,0.20813953,0.20813953,0.20813953,-2.725490274,-2.725490274,-2.725490274,1.062112144,1.062112144,1.062112144,0,0,0,19.82237638
1995/7/19,8.629479135,13.48025831,27.45896962,8.629479135,8.629479135,11.82496213,11.82496213,11.82496213,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.52355118,10.52355118,10.52355118,13.27598082,13.27598082,13.27598082,0,0,0,0.002204655,0.002204655,0.002204655,0.279129193,0.279129193,0.279129193,-2.725490274,-2.725490274,-2.725490274,1.022281756,1.022281756,1.022281756,0,0,0,20.45444126
1995/7/20,8.643095214,13.85170369,27.46331595,8.643095214,8.643095214,11.75590445,11.75590445,11.75590445,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.44524591,10.44524591,10.44524591,13.19767555,13.19767555,13.19767555,0,0,0,0.002204655,0.002204655,0.002204655,0.321902223,0.321902223,0.321902223,-2.725490274,-2.725490274,-2.725490274,0.98875632,0.98875632,0.98875632,0,0,0,20.39899966
1995/7/21,8.656711293,13.14993167,27.42902677,8.656711293,8.656711293,11.45375585,11.45375585,11.45375585,-0.029144023,-0.029144023,-0.029144023,0,0,0,0,0,0,0,0,0,10.21033009,10.21033009,10.21033009,12.96275974,12.96275974,12.96275974,0,0,0,0.002204655,0.002204655,0.002204655,0.28004505,0.28004505,0.28004505,-2.725490274,-2.725490274,-2.725490274,0.963380702,0.963380702,0.963380702,0,0,0,20.11046714
