Date,Price,Open,High,Low,Vol.,
24-Aug-16,49.05,49.57,49.87,48.68,280.92,
23-Aug-16,49.96,49.04,50.21,48.48,314.18,
22-Aug-16,49.16,50.7,50.7,49.07,270.37,
19-Aug-16,50.88,50.96,51.22,50.32,252.34,
18-Aug-16,50.89,49.76,51.05,49.52,268.83,
17-Aug-16,49.85,48.88,49.93,48.55,377.4,
16-Aug-16,49.23,48.22,49.36,47.9,331.86,
15-Aug-16,48.35,47.14,48.54,46.84,234.4,
12-Aug-16,46.97,46.18,47.25,45.74,258,
11-Aug-16,46.04,43.78,46.3,43.46,335.53,
10-Aug-16,44.05,44.92,45.68,43.81,284.86,
9-Aug-16,44.98,45.25,45.77,44.76,216.22,
8-Aug-16,45.39,44.34,45.71,44.24,221.51,
5-Aug-16,44.27,44.18,44.49,43.51,236.87,
4-Aug-16,44.29,43.36,44.34,42.51,276.42,
3-Aug-16,43.1,41.94,43.47,41.56,320.44,
2-Aug-16,41.8,42.23,43.18,41.51,262.56,
1-Aug-16,42.14,43.11,43.85,41.87,234.77,
29-Jul-16,42.46,42.61,42.83,41.8,21.54,
28-Jul-16,42.7,43.53,43.72,42.56,110.09,
27-Jul-16,43.47,44.55,44.91,43.27,194.57,
26-Jul-16,44.87,44.82,44.96,44.14,240.33,
25-Jul-16,44.72,45.7,45.87,44.55,188.81,
22-Jul-16,45.69,46.21,46.5,45.17,243.49,
21-Jul-16,46.2,47.17,47.56,46.05,237.48,
20-Jul-16,47.17,46.76,47.49,45.9,296.3,
19-Jul-16,46.66,46.93,47.49,46.53,214.36,
18-Jul-16,46.96,47.92,47.95,46.5,230.5,
15-Jul-16,47.61,47.03,48.25,46.65,260.43,
14-Jul-16,47.37,46.59,47.47,46.34,289.4,
13-Jul-16,46.26,48.13,48.2,46.09,299.8,
12-Jul-16,48.47,46.17,48.57,46.09,321.53,
11-Jul-16,46.25,46.49,47.1,45.9,229.28,
8-Jul-16,46.76,46.6,47.23,46.15,237.28,
7-Jul-16,46.4,49.12,49.59,46.15,328.1,
6-Jul-16,48.8,48.06,49.31,47.17,279.12,
5-Jul-16,47.96,50.03,50.05,47.54,305.74,
4-Jul-16,50.1,50.6,50.75,50.03,113.45,
1-Jul-16,50.35,49.9,50.66,49.25,248.69,
30-Jun-16,49.68,50.21,50.28,49.47,25.41,
29-Jun-16,50.61,48.84,50.74,48.62,112.96,
28-Jun-16,48.58,47.61,48.79,47.47,173.18,
27-Jun-16,47.16,48.43,48.9,46.69,243.26,
24-Jun-16,48.41,50.69,50.74,47.54,351.74,
23-Jun-16,50.91,50.14,51.18,49.89,246.95,
22-Jun-16,49.88,51.06,51.24,49.18,282.72,
21-Jun-16,50.62,50.43,51.1,49.46,256.95,
20-Jun-16,50.65,49.42,50.68,49.24,244.41,
17-Jun-16,49.17,47.28,49.4,47.25,222.73,
16-Jun-16,47.19,48.56,48.77,46.94,287.3,
15-Jun-16,48.97,49.22,49.8,48.39,298.84,
14-Jun-16,49.83,49.89,50.05,49.2,224.01,
13-Jun-16,50.35,50.42,50.79,49.61,208.81,
10-Jun-16,50.54,51.91,52.1,50.33,210.06,
9-Jun-16,51.95,52.74,52.86,51.53,213.12,
8-Jun-16,52.51,51.41,52.8,51.32,260.75,
7-Jun-16,51.44,50.46,51.54,50.28,208.82,
6-Jun-16,50.55,49.83,50.83,49.72,223.76,
3-Jun-16,49.64,49.95,50.33,49.3,227.82,
2-Jun-16,50.04,49.63,50.3,48.84,270.12,
1-Jun-16,49.72,49.65,50,48.65,266,
31-May-16,49.69,49.7,50.05,49.23,28.69,
30-May-16,49.76,49.43,49.83,48.92,23.09,
27-May-16,49.32,49.42,49.55,48.69,130.18,
26-May-16,49.59,49.76,50.51,49.25,221.26,
25-May-16,49.74,49.16,49.96,48.91,237.79,
24-May-16,48.61,48.35,49.24,47.8,211.58,
23-May-16,48.35,48.72,48.84,47.58,225.09,
20-May-16,48.72,48.9,49.39,48.07,255.58,
19-May-16,48.81,48.67,48.88,47.38,302.1,
18-May-16,48.93,49.36,49.85,48.45,319.81,
17-May-16,49.28,49.03,49.75,48.57,262.32,
16-May-16,48.97,47.8,49.47,47.77,294.38,
13-May-16,47.83,47.85,48.12,47.26,239.05,
12-May-16,48.08,47.32,48.19,46.8,353.85,
11-May-16,47.6,45.59,47.75,44.8,381.74,
10-May-16,45.52,43.49,45.7,43.33,343.21,
9-May-16,43.63,45.75,46.48,43.43,364.58,
6-May-16,45.37,45.16,46.12,44.19,283.65,
5-May-16,45.01,45.08,46.77,44.65,280.79,
4-May-16,44.62,45.21,46.01,44.19,293.82,
3-May-16,44.97,45.8,46.4,44.62,276.4,
2-May-16,45.83,47.37,47.4,45.72,168.09,
29-Apr-16,48.13,47.9,48.5,47.41,29.52,
28-Apr-16,48.14,47.1,48.19,46.74,113.08,
27-Apr-16,47.18,46.26,47.45,45.63,150.79,
26-Apr-16,45.74,44.69,46.49,44.36,199.24,
25-Apr-16,44.48,45.13,45.59,44.26,211.68,
22-Apr-16,45.11,44.75,45.9,44.3,272.85,
21-Apr-16,44.53,45.54,46.18,44.44,312.6,
20-Apr-16,45.8,43.52,45.88,42.81,297.26,
19-Apr-16,44.03,43.14,44.5,42.6,355.95,
18-Apr-16,42.91,41.8,43.43,40.1,383.37,
15-Apr-16,43.1,43.8,44.05,42.28,285.17,
14-Apr-16,43.84,44.01,44.62,43.29,234.37,
13-Apr-16,44.18,44.44,44.94,43.76,348.59,
12-Apr-16,44.69,42.7,44.81,42.56,357.35,
11-Apr-16,42.83,42,43.06,41.41,279.92,
8-Apr-16,41.94,39.68,42.01,39.62,340.22,
7-Apr-16,39.43,39.9,40.29,38.7,308.72,
6-Apr-16,39.84,38.4,39.94,38.34,323.37,
5-Apr-16,37.87,37.5,38.44,37.27,296.45,
4-Apr-16,37.69,38.69,38.92,37.5,286.65,
1-Apr-16,38.67,40.14,40.43,38.55,286.17,
31-Mar-16,39.6,39.12,40,38.74,27.8,
30-Mar-16,39.26,39.42,40.61,39.09,103.12,
29-Mar-16,39.14,40.19,40.25,38.76,149.53,
28-Mar-16,40.27,40.58,41,39.64,78.61,
24-Mar-16,40.44,40.4,40.64,39.22,203.28,
23-Mar-16,40.47,41.56,41.82,40.42,240.91,
22-Mar-16,41.79,41.47,42.08,40.97,268.21,
21-Mar-16,41.54,41.31,41.88,40.48,234.1,
18-Mar-16,41.2,41.38,42.54,41.07,286.65,
17-Mar-16,41.54,40.45,41.6,40.41,249.23,
16-Mar-16,40.33,39.14,40.44,38.83,263.87,
15-Mar-16,38.74,39.67,39.74,38.32,224.36,
14-Mar-16,39.53,40.25,40.65,38.82,264.71,
11-Mar-16,40.39,40.33,41.03,40.02,276.65,
10-Mar-16,40.05,40.89,41.01,39.63,287.78,
9-Mar-16,41.07,39.65,41.18,39.39,333.49,
8-Mar-16,39.65,40.71,41.48,39.31,352.25,
7-Mar-16,40.84,38.88,41.04,38.87,341.91,
4-Mar-16,38.72,37.04,38.95,36.82,295.79,
3-Mar-16,37.07,37.05,37.37,36.35,256.49,
2-Mar-16,36.93,36.62,37.4,36.1,278.17,
1-Mar-16,36.81,36.6,37.25,35.95,276.26,
29-Feb-16,35.97,35.1,36.23,34.83,30.24,
26-Feb-16,35.1,35.1,37,34.73,126.42,
25-Feb-16,35.29,34.39,35.74,33.29,210.57,
24-Feb-16,34.41,32.98,34.67,32.37,344,
23-Feb-16,33.27,34.54,35.11,32.9,348.08,
22-Feb-16,34.69,33.25,34.97,32.85,233.33,
19-Feb-16,33.01,33.88,34.46,32.68,287.09,
18-Feb-16,34.28,34.91,35.73,33.79,324.1,
17-Feb-16,34.5,32.54,34.99,31.82,355.92,
16-Feb-16,32.18,34.51,35.55,31.92,398.49,
15-Feb-16,33.39,32.77,34.09,32.67,160.51,
12-Feb-16,33.36,31.31,33.44,30.85,394.48,
11-Feb-16,30.06,30.83,31.35,29.92,347.59,
10-Feb-16,30.84,30.95,31.9,30.35,332.99,
9-Feb-16,30.32,33.17,33.56,30.28,305.77,
8-Feb-16,32.88,33.99,34.68,32.77,211.55,
5-Feb-16,34.06,34.39,35.14,33.81,296.57,
4-Feb-16,34.46,35.32,35.84,34.15,323.93,
3-Feb-16,35.04,32.41,35.53,32.3,396.58,
2-Feb-16,32.72,34.18,34.18,32.23,346.89,
1-Feb-16,34.24,35.85,36.25,33.92,331.87,
29-Jan-16,34.74,34.08,35,33.59,29.66,
28-Jan-16,33.89,32.84,35.84,32.56,195.14,
27-Jan-16,33.1,31.2,33.49,30.83,257.11,
26-Jan-16,31.8,30.01,32.72,29.27,335.09,
25-Jan-16,30.5,32.1,32.81,30,310.14,
22-Jan-16,32.18,29.62,32.3,29.29,407.78,
21-Jan-16,29.25,27.99,29.84,27.29,394.26,
20-Jan-16,27.88,28.66,28.75,27.1,375.4,
19-Jan-16,28.76,28.7,30.24,28.6,419.48,
18-Jan-16,28.55,28.73,29.58,27.67,211.26,
15-Jan-16,28.94,31,31.02,28.82,344.46,
14-Jan-16,31.03,30.26,31.23,29.73,16.39,
13-Jan-16,30.31,30.82,31.92,29.96,91.96,
12-Jan-16,30.86,31.54,32.38,30.34,142.53,
11-Jan-16,31.55,33.34,33.38,31.17,202.06,
8-Jan-16,33.55,34.02,34.72,32.78,206.97,
7-Jan-16,33.75,34.52,34.74,32.16,291.51,
6-Jan-16,34.23,36.64,36.67,34.13,296.86,
5-Jan-16,36.42,37.27,37.57,36.24,275.47,
4-Jan-16,37.22,37.85,38.99,36.77,321.84,
31-Dec-15,37.28,36.57,37.95,36.1,149.6,
30-Dec-15,36.46,37.29,37.55,36.35,173.51,
29-Dec-15,37.79,36.59,37.98,36.56,171.68,
28-Dec-15,36.62,37.84,37.95,36.41,84.34,
24-Dec-15,37.89,37.77,38.1,36.91,111.02,
23-Dec-15,37.36,36.37,37.88,36.28,196.98,
22-Dec-15,36.11,36.36,36.72,35.98,166.3,
21-Dec-15,36.35,36.55,36.75,36.04,175.12,
18-Dec-15,36.88,36.81,37.73,36.41,218.04,
17-Dec-15,37.06,37.6,37.93,36.75,200.85,
16-Dec-15,37.19,38.09,38.45,37.11,18.23,
15-Dec-15,38.45,37.89,39.41,37.55,73.7,
14-Dec-15,37.92,37.85,38.43,36.33,115.12,
11-Dec-15,37.93,39.55,39.74,37.36,167.31,
10-Dec-15,39.73,40.44,40.7,39.46,188.99,
9-Dec-15,40.11,40.63,41.59,39.57,284.65,
8-Dec-15,40.26,40.82,41.45,39.81,328.38,
7-Dec-15,40.73,43.26,43.26,40.6,272.44,
4-Dec-15,43,43.98,44.82,42.67,345.83,
3-Dec-15,43.84,42.77,44.69,42.61,271.48,
2-Dec-15,42.49,44.32,44.64,42.43,324.06,
1-Dec-15,44.44,44.62,45.18,44.03,301.2,
30-Nov-15,44.61,44.86,45.75,44.44,235.94,
27-Nov-15,44.86,45.57,45.63,44.79,165.31,
26-Nov-15,45.46,46.23,46.32,45,97.32,
25-Nov-15,46.17,46.04,46.5,45.03,229.11,
24-Nov-15,46.12,45.11,46.5,44.92,271.93,
23-Nov-15,44.83,44.46,45.73,43.57,291,
20-Nov-15,44.66,44.38,45.5,44.06,245.34,
19-Nov-15,44.18,44.3,44.76,43.7,201.03,
18-Nov-15,44.14,43.97,44.74,43.34,255.68,
17-Nov-15,43.57,44.7,45.1,43.5,260.7,
16-Nov-15,44.56,44.7,45.18,43.15,310.12,
13-Nov-15,43.61,44.08,44.85,43.57,28.63,
12-Nov-15,44.06,45.92,46.27,43.89,132.49,
11-Nov-15,45.81,47.08,47.73,45.62,193.34,
10-Nov-15,47.44,47.32,47.86,46.96,206.34,
9-Nov-15,47.19,47.46,48.41,47.01,202.18,
6-Nov-15,47.42,48.05,48.58,47.27,245.49,
5-Nov-15,47.98,48.84,49,47.93,228,
4-Nov-15,48.58,50.25,50.87,48.49,328.14,
3-Nov-15,50.54,48.9,50.91,48.46,283.36,
2-Nov-15,48.79,49.5,49.69,48.61,224.28,
30-Oct-15,49.56,48.66,50,48.28,238.59,
29-Oct-15,48.8,49.15,49.38,48.17,213.93,
28-Oct-15,49.05,46.91,49.23,46.61,306.6,
27-Oct-15,46.81,47.43,47.57,46.41,243.11,
26-Oct-15,47.54,48,48.33,47.3,193.98,
23-Oct-15,47.99,48.32,48.65,47.45,242.06,
22-Oct-15,48.08,47.96,48.73,47.65,201.59,
21-Oct-15,47.85,48.58,48.65,47.5,244.64,
20-Oct-15,48.71,48.83,49.2,48.22,253.33,
19-Oct-15,48.61,50.38,50.68,48.57,223.31,
16-Oct-15,50.46,50.21,50.7,49.31,225.96,
15-Oct-15,48.71,49.01,49.38,48.21,16.79,
14-Oct-15,49.15,49.22,49.52,48.71,63.28,
13-Oct-15,49.24,50.27,50.7,48.88,108.37,
12-Oct-15,49.86,52.64,53.31,49.77,166.83,
9-Oct-15,52.65,53.35,54.05,52.21,174.34,
8-Oct-15,53.05,51.76,53.52,51.28,219.94,
7-Oct-15,51.33,52.15,53.15,51.21,299.91,
6-Oct-15,51.92,49.35,52.26,48.86,303.58,
5-Oct-15,49.25,48.08,49.87,47.84,215.45,
2-Oct-15,48.13,47.99,48.5,46.93,201.59,
1-Oct-15,47.69,48.4,49.84,47.62,239.32,
30-Sep-15,48.37,47.96,49,47.79,219.89,
29-Sep-15,48.23,47.45,48.65,47.25,181.41,
28-Sep-15,47.34,48.34,48.44,47.25,188.28,
25-Sep-15,48.6,48.17,49.1,47.86,189.4,
24-Sep-15,48.17,47.88,48.47,47.4,198.04,
23-Sep-15,47.75,49.08,50.25,47.68,232.27,
22-Sep-15,49.08,48.5,49.21,47.7,185.41,
21-Sep-15,48.92,47.64,48.99,47.48,179.9,
18-Sep-15,47.47,49.26,49.75,47.16,225.72,
17-Sep-15,49.08,49.98,50.14,48.32,228.86,
16-Sep-15,49.75,48.06,50.34,47.71,288.33,
15-Sep-15,46.63,46.65,46.9,45.98,18.46,
14-Sep-15,46.37,48.08,48.35,46.26,104.06,
11-Sep-15,48.14,48.64,48.98,47.16,143.41,
10-Sep-15,48.89,47.46,48.95,46.76,192.42,
9-Sep-15,47.58,49.39,50.04,47.32,173.22,
8-Sep-15,49.52,47.76,49.85,47.64,253.29,
7-Sep-15,47.63,49.27,49.44,47.5,94.8,
4-Sep-15,49.61,50.69,51.05,49.25,221.22,
3-Sep-15,50.68,50.58,52.46,49.82,270.54,
2-Sep-15,50.5,48.62,51,47.74,324.84,
1-Sep-15,49.56,52.92,53.47,48.47,373.64,
31-Aug-15,54.15,50.05,54.32,48.25,321.32,
28-Aug-15,50.05,47.4,50.98,46.61,418.78,
27-Aug-15,47.56,43.75,47.75,43.7,333.7,
26-Aug-15,43.14,43.32,43.76,42.81,267.56,
25-Aug-15,43.21,42.79,44.5,42.68,292.1,
24-Aug-15,42.69,45.35,45.46,42.23,305.73,
21-Aug-15,45.46,46.34,46.51,45.07,231.8,
20-Aug-15,46.62,47.03,47.38,46.03,221.54,
19-Aug-15,47.16,48.5,49.11,46.78,250.81,
18-Aug-15,48.81,48.55,49.04,48.25,191.53,
17-Aug-15,48.74,48.76,49.44,48.35,195.61,
14-Aug-15,49.03,49.11,49.52,48.8,21.37,
13-Aug-15,49.22,49.82,50.39,48.85,115.92,
12-Aug-15,49.66,49.38,50.01,48.72,153.81,
11-Aug-15,49.18,50.22,51.1,48.61,223.21,
10-Aug-15,50.41,48.43,50.49,48.24,208.26,
7-Aug-15,48.61,49.62,50.06,48.42,245.82,
6-Aug-15,49.52,49.72,49.83,48.88,236.36,
5-Aug-15,49.59,50.14,50.99,49.02,280.76,
4-Aug-15,49.99,49.7,50.45,49.58,221.65,
3-Aug-15,49.52,51.55,52.01,49.36,306.5,
31-Jul-15,52.21,53.43,53.47,51.63,212.82,
30-Jul-15,53.31,53.6,54.38,53.02,217.29,
29-Jul-15,53.38,52.99,54.33,52.51,290.43,
28-Jul-15,53.3,53.08,54.08,52.28,290.6,
27-Jul-15,53.47,54.45,54.89,52.83,226.37,
24-Jul-15,54.62,55.39,55.6,54.3,195.04,
23-Jul-15,55.27,56.04,56.53,55.1,207.13,
22-Jul-15,56.13,56.88,56.9,55.92,221.46,
21-Jul-15,57.04,56.55,57.44,56.33,188.88,
20-Jul-15,56.65,57.12,57.44,56.33,161.06,
17-Jul-15,57.1,56.93,57.35,56.4,157.13,
16-Jul-15,57.51,57.31,58.21,56.95,14.29,
15-Jul-15,57.05,58.63,58.81,56.86,79.69,
14-Jul-15,58.51,57.71,58.82,56.43,143.12,
13-Jul-15,57.85,58.35,58.83,56.84,176.87,
10-Jul-15,58.73,58.49,59.66,57.86,154.37,
9-Jul-15,58.61,57.1,59.27,57.01,277.59,
8-Jul-15,57.05,57.25,57.75,55.87,301.11,
7-Jul-15,56.85,56.85,57.83,55.1,331.59,
6-Jul-15,56.54,60,60,56.38,294.89,
3-Jul-15,60.32,61.73,62.06,60.12,107.25,
2-Jul-15,62.07,61.92,63.2,61.75,206,
1-Jul-15,62.01,63.02,63.35,61.84,266.62,
30-Jun-15,63.59,61.77,63.83,61.71,256.88,
29-Jun-15,62.01,62.85,62.96,61.35,266.55,
26-Jun-15,63.26,63.34,63.62,62.5,212.12,
25-Jun-15,63.2,63.5,63.95,62.72,213.75,
24-Jun-15,63.49,64.66,65.05,63.01,256.39,
23-Jun-15,64.45,63.21,64.89,62.76,266.02,
22-Jun-15,63.34,62.57,63.74,62.1,216.39,
19-Jun-15,63.02,64.2,64.56,62.34,216.17,
18-Jun-15,64.26,63.74,64.96,63.44,217.21,
17-Jun-15,63.87,63.6,65.47,62.6,331.88,
16-Jun-15,63.7,63.8,64.41,63.42,279.74,
15-Jun-15,62.61,63.62,63.96,62.24,26.68,
12-Jun-15,63.87,64.87,64.95,63.68,101.41,
11-Jun-15,65.11,65.57,66.06,64.5,113.46,
10-Jun-15,65.7,65.04,66.36,64.88,210.4,
9-Jun-15,64.88,62.81,65.23,62.72,223.36,
8-Jun-15,62.69,63.06,63.38,62.47,205.4,
5-Jun-15,63.31,62.08,63.43,60.94,248.87,
4-Jun-15,62.03,63.81,64.08,61.78,235.21,
3-Jun-15,63.8,65.38,65.4,63.5,262.66,
2-Jun-15,65.49,64.9,65.88,64.58,245.91,
1-Jun-15,64.88,65.59,65.8,64.25,217.98,
29-May-15,65.56,62.89,65.83,62.68,278.46,
28-May-15,62.58,62.2,62.95,61.24,238.59,
27-May-15,62.06,63.89,64.67,61.96,257.06,
26-May-15,63.72,65.7,65.7,63.29,224.13,
25-May-15,65.52,65.56,66.22,64.72,41.14,
22-May-15,65.37,66.59,66.64,65.1,184.55,
21-May-15,66.54,64.89,66.88,64.83,250.91,
20-May-15,65.03,64.49,65.18,64.1,210.4,
19-May-15,64.02,66.19,66.39,63.95,253.35,
18-May-15,66.27,66.91,67.88,65.92,198.22,
15-May-15,66.81,66.75,67,65.37,206.14,
14-May-15,66.59,66.54,67.29,66.25,23.19,
13-May-15,66.81,67.32,68.17,66.41,120.83,
12-May-15,66.86,64.77,67.46,64.68,183.27,
11-May-15,64.91,65.37,65.75,64.25,202.51,
8-May-15,65.39,65.64,66.12,64.23,248.59,
7-May-15,65.54,67.37,68.49,65.17,292.89,
6-May-15,67.77,67.71,69.63,67.35,296.74,
5-May-15,67.52,66.33,68.4,66.14,255.64,
4-May-15,66.45,66.4,67.1,65.95,120.21,
1-May-15,66.46,66.78,66.93,65.52,189.32,
30-Apr-15,66.78,65.63,66.93,65.37,223.48,
29-Apr-15,65.84,64.64,66.72,64.13,238.44,
28-Apr-15,64.64,64.74,65.49,63.9,196.46,
27-Apr-15,64.83,65.47,65.61,64.4,189.77,
24-Apr-15,65.28,64.75,65.8,64.48,259.49,
23-Apr-15,64.85,62.88,65.58,62.22,326.74,
22-Apr-15,62.73,61.9,63.33,61.39,230.06,
21-Apr-15,62.08,63.52,63.52,61.65,218.31,
20-Apr-15,63.45,63.85,64.4,62.1,239.8,
17-Apr-15,63.45,64.02,64.5,62.95,220.12,
16-Apr-15,63.98,62.9,64.95,62,293.49,
15-Apr-15,60.32,58.74,60.45,58.74,21.18,
14-Apr-15,58.43,58.17,59.24,57.76,106.8,
13-Apr-15,57.93,58.02,59.54,57.46,119.32,
10-Apr-15,57.87,56.84,58.12,56.25,137.66,
9-Apr-15,56.57,56.1,58.02,55.97,174.81,
8-Apr-15,55.55,58.3,58.72,55.45,250.56,
7-Apr-15,59.1,57.8,59.27,57.02,236.71,
6-Apr-15,58.12,55.18,58.24,55.08,126.8,
2-Apr-15,54.95,56.72,57.28,54,288.97,
1-Apr-15,57.1,55.18,57.69,54.7,256.9,
31-Mar-15,55.11,56.31,56.33,54.72,238.49,
30-Mar-15,56.29,55.96,56.65,55.2,220.11,
27-Mar-15,56.41,58.97,59.04,55.95,223.86,
26-Mar-15,59.19,56.35,59.78,56.3,334.87,
25-Mar-15,56.48,55.09,57.17,54.7,256.04,
24-Mar-15,55.11,55.83,56.79,54.85,197.48,
23-Mar-15,55.92,55.24,56.19,54.12,191.64,
20-Mar-15,55.32,54.46,55.67,53.55,186.67,
19-Mar-15,54.43,56.18,56.2,53.91,209.65,
18-Mar-15,55.91,53.28,56.84,52.68,262.44,
17-Mar-15,53.51,54.1,54.38,52.57,240.29,
16-Mar-15,53.44,54.41,54.64,52.5,15.64,
13-Mar-15,54.67,57.03,57.4,54.43,84.09,
12-Mar-15,57.08,57.92,58.81,56.51,129.73,
11-Mar-15,57.54,56.45,57.95,55.92,176.06,
10-Mar-15,56.39,58.37,58.72,56.12,191.78,
9-Mar-15,58.53,59.62,60.02,58.38,194.78,
6-Mar-15,59.73,60.75,61.3,59.17,181.48,
5-Mar-15,60.48,60.6,61.57,60.08,215.12,
4-Mar-15,60.55,60.85,60.94,59.47,260.54,
3-Mar-15,61.02,60,61.81,59.84,281.78,
2-Mar-15,59.54,62.5,62.5,59.34,286.07,
27-Feb-15,62.58,60.75,62.83,60.51,255.02,
26-Feb-15,60.05,61.85,62.63,59.66,261.45,
25-Feb-15,61.63,58.75,61.73,58.41,279.65,
24-Feb-15,58.66,59.09,60.3,58.1,245.52,
23-Feb-15,58.9,60.3,60.67,58.37,268.64,
20-Feb-15,60.22,60.2,61.15,59.82,221.76,
19-Feb-15,60.21,59.54,60.99,57.8,303.86,
18-Feb-15,60.53,62.3,62.46,60.09,224.1,
17-Feb-15,62.53,61.68,63,60.27,277.97,
16-Feb-15,61.4,61.49,62.57,60.71,171.27,
13-Feb-15,61.52,59.27,61.77,59.08,348.8,
12-Feb-15,57.05,55.12,57.5,54.72,16.21,
11-Feb-15,54.66,56.81,57,53.91,116.81,
10-Feb-15,56.43,57.79,58.57,56.11,157.17,
9-Feb-15,58.34,57.93,59.61,57.3,213.52,
6-Feb-15,57.8,56.74,59.06,56.71,253.31,
5-Feb-15,56.57,54.8,57.87,53.07,338.82,
4-Feb-15,54.16,57.19,58.06,53.5,359.74,
3-Feb-15,57.91,55,59,54.84,414.59,
2-Feb-15,54.75,52.68,55.62,51.41,402.07,
30-Jan-15,52.99,49.15,53.08,48.76,335.02,
29-Jan-15,49.13,48.69,49.25,48.37,236.63,
28-Jan-15,48.47,49.1,49.72,48.29,275.15,
27-Jan-15,49.6,48.25,49.99,47.67,249.57,
26-Jan-15,48.16,48.56,49.29,47.57,241.38,
23-Jan-15,48.79,49.11,49.8,48.55,245.34,
22-Jan-15,48.52,48.6,50.45,48.02,321.47,
21-Jan-15,49.03,48.29,49.59,48.21,268.65,
20-Jan-15,47.99,48.91,49.48,47.78,259.58,
19-Jan-15,48.84,50.1,50.35,48.68,106.77,
16-Jan-15,50.17,48.25,50.41,48.07,293.49,
15-Jan-15,47.67,48.68,50.62,47,17.93,
14-Jan-15,48.69,46.84,49.21,45.59,122.34,
13-Jan-15,46.59,47.06,47.29,45.19,208.06,
12-Jan-15,47.43,49.93,49.98,47.16,223.92,
9-Jan-15,50.11,51.25,51.44,48.9,285.72,
8-Jan-15,50.96,51.06,51.91,49.81,243.42,
7-Jan-15,51.15,51.15,51.84,49.66,318.28,
6-Jan-15,51.1,53.2,53.6,50.52,338.88,
5-Jan-15,53.11,56.25,56.3,52.66,289.89,
2-Jan-15,56.42,58.02,58.54,55.48,177.98,
31-Dec-14,57.33,57.35,57.68,55.81,148.14,
30-Dec-14,57.9,57.93,58.39,56.74,154.11,
29-Dec-14,57.88,59.65,60.43,57.37,155.11,
26-Dec-14,59.45,60.19,60.97,59.21,48.78,
24-Dec-14,60.24,61.63,61.71,59.37,108.67,
23-Dec-14,61.69,60.24,62.14,59.84,159.86,
22-Dec-14,60.11,61.99,62.97,59.84,195.79,
19-Dec-14,61.38,59.85,62.66,59.05,222.07,
18-Dec-14,59.27,60.94,63.7,59.17,294.89,
17-Dec-14,61.18,59.9,63.4,58.71,304.05,
16-Dec-14,59.86,60.65,61.01,58.5,19.7,
15-Dec-14,61.06,61.2,63.25,60.2,107.89,
12-Dec-14,61.85,63.01,63.66,61.35,153.89,
11-Dec-14,63.68,64.47,65.13,63.05,185.63,
10-Dec-14,64.24,66.25,66.36,63.56,249.64,
9-Dec-14,66.84,66,67.04,65.29,190.52,
8-Dec-14,66.19,68.79,68.79,65.93,191.67,
5-Dec-14,69.07,69.53,69.82,68.1,196.04,
4-Dec-14,69.64,70.15,70.6,68.81,190.55,
3-Dec-14,69.92,70.95,71.46,69.5,244.86,
2-Dec-14,70.54,72.51,73.03,70.4,252.52,
1-Dec-14,72.54,70.15,73.02,67.53,369.85,
28-Nov-14,70.15,72.58,73.41,69.78,262.03,
27-Nov-14,72.58,77.4,77.46,71.25,244.65,
26-Nov-14,77.75,78.28,78.86,77.3,202.19,
25-Nov-14,78.33,79.45,80.44,78.05,256.83,
24-Nov-14,79.68,80.5,80.85,79.4,151.15,
21-Nov-14,80.36,79.95,81.61,79.07,264.61,
20-Nov-14,79.33,78.16,79.95,77.56,206.38,
19-Nov-14,78.1,78.41,79.45,78.04,247.15,
18-Nov-14,78.47,79.01,79.95,78.21,209.55,
17-Nov-14,79.31,79.5,79.6,77.94,189.08,
14-Nov-14,79.41,77.67,79.75,76.76,267.61,
13-Nov-14,77.92,79.97,80.2,77.83,21.79,
12-Nov-14,80.38,81.25,81.65,79.72,116.12,
11-Nov-14,81.67,82.13,82.38,80.46,213.42,
10-Nov-14,82.34,83.26,84.97,81.88,219.91,
7-Nov-14,83.39,82.67,83.86,82.16,195.44,
6-Nov-14,82.86,83.1,83.27,82.05,224.78,
5-Nov-14,82.95,82.78,84.45,81.63,364.45,
4-Nov-14,82.82,84.21,84.43,82.08,313.67,
3-Nov-14,84.78,85.85,86.4,84.01,248.17,
31-Oct-14,85.86,86.02,86.25,84.6,225.37,
30-Oct-14,86.24,86.93,87.1,85.71,191.86,
29-Oct-14,87.12,86.1,87.94,86.06,243.75,
28-Oct-14,86.03,85.5,86.38,85.08,198.83,
27-Oct-14,85.83,86.08,86.25,84.55,228.43,
24-Oct-14,86.13,86.78,86.78,85.29,208.22,
23-Oct-14,86.83,84.71,87.19,84.12,306.98,
22-Oct-14,84.71,86.46,87.07,84.47,264.81,
21-Oct-14,86.22,85.13,86.49,85.1,258.39,
20-Oct-14,85.4,86.35,86.7,84.41,247.6,
17-Oct-14,86.16,86.5,87.34,85.49,280.47,
16-Oct-14,84.47,83.45,85,82.6,14.94,
15-Oct-14,83.78,85.54,85.62,83.02,86.48,
14-Oct-14,85.04,88.23,88.74,84.48,141.66,
13-Oct-14,88.89,89.89,90.18,87.74,146.53,
10-Oct-14,90.21,89.1,90.49,88.11,197.68,
9-Oct-14,90.05,91.62,91.85,88.42,216.47,
8-Oct-14,91.38,91.89,91.89,90.57,207.63,
7-Oct-14,92.11,92.81,92.99,91.4,222.63,
6-Oct-14,92.79,91.9,93.21,91.25,203.6,
