DATE,BOGMBASEW
10/10/2001,634426
10/17/2001,634426
10/24/2001,636826
10/31/2001,636826
11/7/2001,635782
11/14/2001,635782
11/21/2001,642604
11/28/2001,642604
12/5/2001,643287
12/12/2001,643287
12/19/2001,653923
12/26/2001,653923
1/2/2002,659930
1/9/2002,659930
1/16/2002,652179
1/23/2002,652179
1/30/2002,649587
2/6/2002,649587
2/13/2002,655271
2/20/2002,655271
2/27/2002,657321
3/6/2002,657321
3/13/2002,657943
3/20/2002,657943
3/27/2002,661137
4/3/2002,661137
4/10/2002,663255
4/17/2002,663255
4/24/2002,664081
5/1/2002,664081
5/8/2002,665556
5/15/2002,665556
5/22/2002,671425
5/29/2002,671425
6/5/2002,672481
6/12/2002,672481
6/19/2002,673438
6/26/2002,673438
7/3/2002,680268
7/10/2002,680268
7/17/2002,679002
7/24/2002,679002
7/31/2002,678557
8/7/2002,678557
8/14/2002,678493
8/21/2002,678493
8/28/2002,682392
9/4/2002,682392
9/11/2002,680464
9/18/2002,680464
9/25/2002,679655
10/2/2002,679655
10/9/2002,681277
10/16/2002,681277
10/23/2002,682498
10/30/2002,682498
11/6/2002,685340
11/13/2002,685340
11/20/2002,690035
11/27/2002,690035
12/4/2002,694976
12/11/2002,694976
12/18/2002,700058
12/25/2002,700058
1/1/2003,705024
1/8/2003,705024
1/15/2003,698187
1/22/2003,698187
1/29/2003,695812
2/5/2003,695812
2/12/2003,700744
2/19/2003,700744
2/26/2003,704149
3/5/2003,704149
3/12/2003,704272
3/19/2003,704272
3/26/2003,706899
4/2/2003,706899
4/9/2003,708600
4/16/2003,708600
4/23/2003,710883
4/30/2003,710883
5/7/2003,710810
5/14/2003,710810
5/21/2003,716382
5/28/2003,716382
6/4/2003,714790
6/11/2003,714790
6/18/2003,713857
6/25/2003,713857
7/2/2003,718537
7/9/2003,718537
7/16/2003,717402
7/23/2003,717402
7/30/2003,716946
8/6/2003,716946
8/13/2003,720899
8/20/2003,720899
8/27/2003,723122
9/3/2003,723122
9/10/2003,720463
9/17/2003,720463
9/24/2003,721232
10/1/2003,721232
10/8/2003,722346
10/15/2003,722346
10/22/2003,727073
10/29/2003,727073
11/5/2003,727171
11/12/2003,727171
11/19/2003,732024
11/26/2003,732024
12/3/2003,736179
12/10/2003,736179
12/17/2003,738953
12/24/2003,738953
12/31/2003,744930
1/7/2004,744930
1/14/2004,735027
1/21/2004,735027
1/28/2004,732470
2/4/2004,732470
2/11/2004,735083
2/18/2004,735083
2/25/2004,736571
3/3/2004,736571
3/10/2004,736621
3/17/2004,736621
3/24/2004,736984
3/31/2004,736984
4/7/2004,739667
4/14/2004,739667
4/21/2004,742511
4/28/2004,742511
5/5/2004,742861
5/12/2004,742861
5/19/2004,745135
5/26/2004,745135
6/2/2004,750001
6/9/2004,750001
6/16/2004,748515
6/23/2004,748515
6/30/2004,755958
7/7/2004,755958
7/14/2004,757930
7/21/2004,757930
7/28/2004,757370
8/4/2004,757370
8/11/2004,755406
8/18/2004,755406
8/25/2004,759035
9/1/2004,759035
9/8/2004,762939
9/15/2004,762939
9/22/2004,761759
9/29/2004,761759
10/6/2004,762192
10/13/2004,762192
10/20/2004,764584
10/27/2004,764584
11/3/2004,766874
11/10/2004,766874
11/17/2004,771109
11/24/2004,771109
12/1/2004,775087
12/8/2004,775087
12/15/2004,774201
12/22/2004,774201
12/29/2004,780571
1/5/2005,780571
1/12/2005,773586
1/19/2005,773586
1/26/2005,774902
2/2/2005,774902
2/9/2005,770725
2/16/2005,770725
2/23/2005,775062
3/2/2005,775062
3/9/2005,772512
3/16/2005,772512
3/23/2005,774133
3/30/2005,774133
4/6/2005,774750
4/13/2005,774750
4/20/2005,776501
4/27/2005,776501
5/4/2005,774449
5/11/2005,774449
5/18/2005,775610
5/25/2005,775610
6/1/2005,781595
6/8/2005,781595
6/15/2005,778943
6/22/2005,778943
6/29/2005,782767
7/6/2005,782767
7/13/2005,782567
7/20/2005,782567
7/27/2005,783283
8/3/2005,783283
8/10/2005,781969
8/17/2005,781969
8/24/2005,783366
8/31/2005,783366
9/7/2005,787682
9/14/2005,787682
9/21/2005,788255
9/28/2005,788255
10/5/2005,787596
10/12/2005,787596
10/19/2005,786721
10/26/2005,786721
11/2/2005,787692
11/9/2005,787692
11/16/2005,794976
11/23/2005,794976
11/30/2005,797895
12/7/2005,797895
12/14/2005,799406
12/21/2005,799406
12/28/2005,811991
1/4/2006,811991
1/11/2006,804049
1/18/2006,804049
1/25/2006,801900
2/1/2006,801900
2/8/2006,802595
2/15/2006,802595
2/22/2006,807517
3/1/2006,807517
3/8/2006,810684
3/15/2006,810684
3/22/2006,810133
3/29/2006,810133
4/5/2006,807796
4/12/2006,807796
4/19/2006,809782
4/26/2006,809782
5/3/2006,811309
5/10/2006,811309
5/17/2006,811888
5/24/2006,811888
5/31/2006,815697
6/7/2006,815697
6/14/2006,810627
6/21/2006,810627
6/28/2006,812482
7/5/2006,812482
7/12/2006,812034
7/19/2006,812034
7/26/2006,810482
8/2/2006,810482
8/9/2006,809022
8/16/2006,809022
8/23/2006,810097
8/30/2006,810097
9/6/2006,812507
9/13/2006,812507
9/20/2006,808658
9/27/2006,808658
10/4/2006,809411
10/11/2006,809411
10/18/2006,809469
10/25/2006,809469
11/1/2006,811489
11/8/2006,811489
11/15/2006,816165
11/22/2006,816165
11/29/2006,823169
12/6/2006,823169
12/13/2006,821930
12/20/2006,821930
12/27/2006,834786
1/3/2007,834786
1/10/2007,824798
1/17/2007,824798
1/24/2007,818628
1/31/2007,818628
2/7/2007,817343
2/14/2007,817343
2/21/2007,822746
2/28/2007,822746
3/7/2007,821244
3/14/2007,821244
3/21/2007,820304
3/28/2007,820304
4/4/2007,822222
4/11/2007,822222
4/18/2007,823000
4/25/2007,823000
5/2/2007,824583
5/9/2007,824583
5/16/2007,824256
5/23/2007,824256
5/30/2007,829476
6/6/2007,829476
6/13/2007,825686
6/20/2007,825686
6/27/2007,827830
7/4/2007,827830
7/11/2007,829789
7/18/2007,829789
7/25/2007,828362
8/1/2007,828362
8/8/2007,834129
8/15/2007,834129
8/22/2007,825399
8/29/2007,825399
9/5/2007,827953
9/12/2007,827953
9/19/2007,826060
9/26/2007,826060
10/3/2007,830569
10/10/2007,830569
10/17/2007,827528
10/24/2007,827528
10/31/2007,829875
11/7/2007,829875
11/14/2007,835395
11/21/2007,835395
11/28/2007,836090
12/5/2007,836090
12/12/2007,832075
12/19/2007,832075
12/26/2007,843621
1/2/2008,843621
1/9/2008,832705
1/16/2008,832705
1/23/2008,826979
1/30/2008,826979
2/6/2008,826776
2/13/2008,826776
2/20/2008,831800
2/27/2008,831800
3/5/2008,831500
3/12/2008,831500
3/19/2008,834666
3/26/2008,834666
4/2/2008,831929
4/9/2008,831929
4/16/2008,829273
4/23/2008,829273
4/30/2008,829977
5/7/2008,829977
5/14/2008,832619
5/21/2008,832619
5/28/2008,840843
6/4/2008,840843
6/11/2008,837637
6/18/2008,837637
6/25/2008,842914
7/2/2008,842914
7/9/2008,847282
7/16/2008,847282
7/23/2008,847310
7/30/2008,847310
8/6/2008,847444
8/13/2008,847444
8/20/2008,846685
8/27/2008,846685
9/3/2008,851525
9/10/2008,851525
9/17/2008,916189
9/24/2008,916189
10/1/2008,991451
10/8/2008,991451
10/15/2008,1151115
10/22/2008,1151115
10/29/2008,1242395
11/5/2008,1242395
11/12/2008,1483787
11/19/2008,1483787
11/26/2008,1480232
12/3/2008,1480232
12/10/2008,1666978
12/17/2008,1666978
12/24/2008,1705638
12/31/2008,1705638
1/7/2009,1753732
1/14/2009,1753732
1/21/2009,1709754
1/28/2009,1709754
2/4/2009,1527882
2/11/2009,1527882
2/18/2009,1592442
2/25/2009,1592442
3/4/2009,1542228
3/11/2009,1542228
3/18/2009,1693133
3/25/2009,1693133
4/1/2009,1733017
4/8/2009,1733017
4/15/2009,1789878
4/22/2009,1789878
4/29/2009,1709369
5/6/2009,1709369
5/13/2009,1805373
5/20/2009,1805373
5/27/2009,1772436
6/3/2009,1772436
6/10/2009,1722716
6/17/2009,1722716
6/24/2009,1621214
7/1/2009,1621214
7/8/2009,1682217
7/15/2009,1682217
7/22/2009,1672288
7/29/2009,1672288
8/5/2009,1648636
8/12/2009,1648636
8/19/2009,1744441
8/26/2009,1744441
9/2/2009,1765635
9/9/2009,1765635
9/16/2009,1795581
9/23/2009,1795581
9/30/2009,1858017
10/7/2009,1858017
10/14/2009,1927828
10/21/2009,1927828
10/28/2009,2003003
11/4/2009,2003003
11/11/2009,1989940
11/18/2009,1989940
11/25/2009,2072256
12/2/2009,2072256
12/9/2009,2036838
12/16/2009,2036838
12/23/2009,2014212
12/30/2009,2014212
1/6/2010,1953607
1/13/2010,1953607
1/20/2010,2013108
1/27/2010,2013108
2/3/2010,2065854
2/10/2010,2065854
2/17/2010,2148684
2/24/2010,2148684
3/3/2010,2121248
3/10/2010,2121248
3/17/2010,2062102
3/24/2010,2062102
3/31/2010,2055062
4/7/2010,2055062
4/14/2010,2019074
4/21/2010,2019074
4/28/2010,1975669
5/5/2010,1975669
5/12/2010,2019397
5/19/2010,2019397
5/26/2010,2019365
6/2/2010,2019365
6/9/2010,2007579
6/16/2010,2007579
6/23/2010,1994868
6/30/2010,1994868
7/7/2010,2002137
7/14/2010,2002137
7/21/2010,1985912
7/28/2010,1985912
8/4/2010,1996856
8/11/2010,1996856
8/18/2010,1994404
8/25/2010,1994404
9/1/2010,1986085
9/8/2010,1986085
9/15/2010,1955295
9/22/2010,1955295
9/29/2010,1946749
10/6/2010,1946749
10/13/2010,1966965
10/20/2010,1966965
10/27/2010,1963211
11/3/2010,1963211
11/10/2010,1963334
11/17/2010,1963334
11/24/2010,1985990
12/1/2010,1985990
12/8/2010,2031954
12/15/2010,2031954
12/22/2010,2004294
12/29/2010,2004294
1/5/2011,2016770
1/12/2011,2016770
1/19/2011,2054422
1/26/2011,2054422
2/2/2011,2104460
2/9/2011,2104460
2/16/2011,2239602
2/23/2011,2239602
3/2/2011,2326078
3/9/2011,2326078
3/16/2011,2397924
3/23/2011,2397924
3/30/2011,2468699
4/6/2011,2468699
4/13/2011,2516991
4/20/2011,2516991
4/27/2011,2484716
5/4/2011,2484716
5/11/2011,2551840
5/18/2011,2551840
5/25/2011,2609086
6/1/2011,2609086
6/8/2011,2666626
6/15/2011,2666626
6/22/2011,2629738
6/29/2011,2629738
7/6/2011,2698259
7/13/2011,2698259
7/20/2011,2675877
7/27/2011,2675877
8/3/2011,2672301
8/10/2011,2672301
8/17/2011,2648963
8/24/2011,2648963
8/31/2011,2654221
9/7/2011,2654221
9/14/2011,2634075
9/21/2011,2634075
9/28/2011,2630423
10/5/2011,2630423
10/12/2011,2658741
10/19/2011,2658741
10/26/2011,2616333
11/2/2011,2616333
11/9/2011,2633476
11/16/2011,2633476
11/23/2011,2575806
11/30/2011,2575806
12/7/2011,2639406
12/14/2011,2639406
12/21/2011,2594558
12/28/2011,2594558
1/4/2012,2643893
1/11/2012,2643893
1/18/2012,2630313
1/25/2012,2630313
2/1/2012,2659417
2/8/2012,2659417
2/15/2012,2715207
2/22/2012,2715207
2/29/2012,2692860
3/7/2012,2692860
3/14/2012,2648997
3/21/2012,2648997
3/28/2012,2637582
4/4/2012,2637582
4/11/2012,2659405
4/18/2012,2659405
4/25/2012,2617791
5/2/2012,2617791
5/9/2012,2604299
5/16/2012,2604299
5/23/2012,2626106
5/30/2012,2626106
6/6/2012,2649540
6/13/2012,2649540
6/20/2012,2588939
6/27/2012,2588939
7/4/2012,2624495
7/11/2012,2624495
7/18/2012,2656001
7/25/2012,2656001
8/1/2012,2671140
8/8/2012,2671140
8/15/2012,2650077
8/22/2012,2650077
8/29/2012,2633671
9/5/2012,2633671
9/12/2012,2605483
9/19/2012,2605483
9/26/2012,2563834
10/3/2012,2563834
10/10/2012,2612388
10/17/2012,2612388
10/24/2012,2621436
10/31/2012,2621436
11/7/2012,2643177
11/14/2012,2643177
11/21/2012,2646209
11/28/2012,2646209
12/5/2012,2676435
12/12/2012,2676435
12/19/2012,2670477
12/26/2012,2670477
1/2/2013,2690080
1/9/2013,2690080
1/16/2013,2741803
1/23/2013,2741803
1/30/2013,2799758
2/6/2013,2799758
2/13/2013,2840988
2/20/2013,2840988
2/27/2013,2886833
3/6/2013,2886833
3/13/2013,2932071
3/20/2013,2932071
3/27/2013,2965102
4/3/2013,2965102
4/10/2013,3028362
4/17/2013,3028362
4/24/2013,3004595
5/1/2013,3004595
5/8/2013,3069217
5/15/2013,3069217
5/22/2013,3158707
5/29/2013,3158707
6/5/2013,3214686
6/12/2013,3214686
6/19/2013,3177550
6/26/2013,3177550
7/3/2013,3245562
7/10/2013,3245562
7/17/2013,3288934
7/24/2013,3288934
7/31/2013,3359591
8/7/2013,3359591
8/14/2013,3383104
8/21/2013,3383104
8/28/2013,3448625
9/4/2013,3448625
9/11/2013,3485902
9/18/2013,3485902
9/25/2013,3500874
10/2/2013,3500874
10/9/2013,3578578
10/16/2013,3578578
10/23/2013,3607699
10/30/2013,3607699
11/6/2013,3665340
11/13/2013,3665340
11/20/2013,3691369
11/27/2013,3691369
12/4/2013,3736105
12/11/2013,3736105
12/18/2013,3730512
12/25/2013,3730512
1/1/2014,3652774
1/8/2014,3652774
1/15/2014,3753108
1/22/2014,3753108
1/29/2014,3757474
2/5/2014,3757474
2/12/2014,3839563
2/19/2014,3839563
2/26/2014,3865853
3/5/2014,3865853
3/12/2014,3911099
3/19/2014,3911099
3/26/2014,3864796
4/2/2014,3864796
4/9/2014,3975116
4/16/2014,3975116
4/23/2014,3895660
4/30/2014,3895660
5/7/2014,3888168
5/14/2014,3888168
5/21/2014,3921421
5/28/2014,3921421
6/4/2014,3974339
6/11/2014,3974339
6/18/2014,3950816
6/25/2014,3950816
7/2/2014,3886317
7/9/2014,3886317
7/16/2014,4000589
7/23/2014,4000589
7/30/2014,4084563
8/6/2014,4084563
8/13/2014,4076179
8/20/2014,4076179
8/27/2014,4068394
9/3/2014,4068394
9/10/2014,4083445
9/17/2014,4083445
9/24/2014,4007866
10/1/2014,4007866
10/8/2014,4065049
10/15/2014,4065049
10/22/2014,3956014
10/29/2014,3956014
11/5/2014,3871127
11/12/2014,3871127
11/19/2014,3815811
11/26/2014,3815811
12/3/2014,3759465
12/10/2014,3759465
12/17/2014,4062165
12/24/2014,4062165
12/31/2014,3929023
1/7/2015,3929023
1/14/2015,4069967
1/21/2015,4069967
1/28/2015,4004751
2/4/2015,4004751
2/11/2015,3839250
2/18/2015,3839250
2/25/2015,3776450
3/4/2015,3776450
3/11/2015,4090919
3/18/2015,4090919
3/25/2015,4043919
4/1/2015,4043919
4/8/2015,4130472
4/15/2015,4130472
4/22/2015,3995751
4/29/2015,3995751
5/6/2015,3970194
5/13/2015,3970194
5/20/2015,3939260
5/27/2015,3939260
6/3/2015,3917095
6/10/2015,3917095
6/17/2015,3940559
6/24/2015,3940559
7/1/2015,3875118
7/8/2015,3875118
7/15/2015,3995973
7/22/2015,3995973
7/29/2015,3983685
8/5/2015,3983685
8/12/2015,3919236
8/19/2015,3919236
8/26/2015,4059739
9/2/2015,4059739
9/9/2015,4099501
9/16/2015,4099501
9/23/2015,3953008
9/30/2015,3953008
10/7/2015,4055673
10/14/2015,4055673
10/21/2015,4067626
10/28/2015,4067626
11/4/2015,4049452
11/11/2015,4049452
11/18/2015,3999674
11/25/2015,3999674
12/2/2015,3932470
12/9/2015,3932470
12/16/2015,3886726
12/23/2015,3886726
12/30/2015,3637966
1/6/2016,3637966
1/13/2016,3854304
1/20/2016,3854304
1/27/2016,3798761
2/3/2016,3798761
2/10/2016,3880629
2/17/2016,3880629
2/24/2016,3881411
3/2/2016,3881411
3/9/2016,3944061
3/16/2016,3944061
3/23/2016,3855934
3/30/2016,3855934
4/6/2016,3888621
4/13/2016,3888621
4/20/2016,3867263
4/27/2016,3867263
5/4/2016,3831478
5/11/2016,3831478
5/18/2016,3826233
5/25/2016,3826233
6/1/2016,3869813
6/8/2016,3869813
6/15/2016,3861970
6/22/2016,3861970
6/29/2016,3717181
7/6/2016,3717181
7/13/2016,3782897
7/20/2016,3782897
7/27/2016,3789566
8/3/2016,3789566
8/10/2016,3826504
8/17/2016,3826504
8/24/2016,3812767
8/31/2016,3812767
9/7/2016,3843123
9/14/2016,3843123
9/21/2016,3656657
9/28/2016,3656657
10/5/2016,3539862
10/12/2016,3539862
10/19/2016,3581010
10/26/2016,3581010
11/2/2016,3624724
11/9/2016,3624724
11/16/2016,3640392
11/23/2016,3640392
11/30/2016,3615014
12/7/2016,3615014
12/14/2016,3579045
12/21/2016,3579045
12/28/2016,3406680
1/4/2017,3406680
1/11/2017,3612501
1/18/2017,3612501
1/25/2017,3635183
2/1/2017,3635183
2/8/2017,3738343
2/15/2017,3738343
2/22/2017,3763651
3/1/2017,3763651
3/8/2017,3879133
3/15/2017,3879133
3/22/2017,3843153
3/29/2017,3843153
4/5/2017,3834632
4/12/2017,3834632
4/19/2017,3831637
4/26/2017,3831637
5/3/2017,3748107
5/10/2017,3748107
5/17/2017,3779292
5/24/2017,3779292
5/31/2017,3802234
6/7/2017,3802234
6/14/2017,3796940
6/21/2017,3796940
6/28/2017,3678956
7/5/2017,3678956
7/12/2017,3800874
7/19/2017,3800874
7/26/2017,3837609
8/2/2017,3837609
8/9/2017,3899869
8/16/2017,3899869
8/23/2017,3928393
8/30/2017,3928393
9/6/2017,3939817
9/13/2017,3939817
9/20/2017,3832060
9/27/2017,3832060
10/4/2017,3789419
10/11/2017,3789419
10/18/2017,3846529
10/25/2017,3846529
11/1/2017,3865364
11/8/2017,3865364
11/15/2017,3930997
11/22/2017,3930997
11/29/2017,3909398
12/6/2017,3909398
12/13/2017,3914106
12/20/2017,3914106
12/27/2017,3738744
1/3/2018,3738744
1/10/2018,3854014
1/17/2018,3854014
1/24/2018,3814017
1/31/2018,3814017
2/7/2018,3860728
2/14/2018,3860728
2/21/2018,3849385
2/28/2018,3849385
3/7/2018,3859796
3/14/2018,3859796
3/21/2018,3753156
3/28/2018,3753156
4/4/2018,3745837
4/11/2018,3745837
4/18/2018,3738060
4/25/2018,3738060
5/2/2018,3655305
5/9/2018,3655305
5/16/2018,3681430
5/23/2018,3681430
5/30/2018,3684954
6/6/2018,3684954
6/13/2018,3675501
6/20/2018,3675501
6/27/2018,3594782
7/4/2018,3594782
7/11/2018,3632990
7/18/2018,3632990
7/25/2018,3609650
8/1/2018,3609650
8/8/2018,3607124
8/15/2018,3607124
8/22/2018,3558579
8/29/2018,3558579
9/5/2018,3594233
9/12/2018,3594233
9/19/2018,3540988
9/26/2018,3540988
10/3/2018,3522555
10/10/2018,3522555
10/17/2018,3526004
10/24/2018,3526004
10/31/2018,3508164
11/7/2018,3508164
11/14/2018,3481417
11/21/2018,3481417
11/28/2018,3443658
12/5/2018,3443658
12/12/2018,3422687
12/19/2018,3422687
12/26/2018,3357271
1/2/2019,3357271
1/9/2019,3368362
1/16/2019,3368362
1/23/2019,3323403
1/30/2019,3323403
2/6/2019,3353992
2/13/2019,3353992
2/20/2019,3347505
2/27/2019,3347505
3/6/2019,3430110
3/13/2019,3430110
3/20/2019,3347203
3/27/2019,3347203
4/3/2019,3343215
4/10/2019,3343215
4/17/2019,3282052
4/24/2019,3282052
5/1/2019,3203106
5/8/2019,3203106
5/15/2019,3245881
5/22/2019,3245881
5/29/2019,3279010
6/5/2019,3279010
6/12/2019,3314552
6/19/2019,3314552
6/26/2019,3222362
7/3/2019,3222362
7/10/2019,3256883
7/17/2019,3256883
7/24/2019,3271882
7/31/2019,3271882
8/7/2019,3292687
8/14/2019,3292687
8/21/2019,3257731
8/28/2019,3257731
9/4/2019,3235621
9/11/2019,3235621
9/18/2019,3159026
9/25/2019,3159026
10/2/2019,3252373
10/9/2019,3252373
10/16/2019,3235853
10/23/2019,3235853
10/30/2019,3282965
11/6/2019,3282965
11/13/2019,3311715
11/20/2019,3311715
11/27/2019,3340473
12/4/2019,3340473
12/11/2019,3441827
12/18/2019,3441827
12/25/2019,3436379
1/1/2020,3436379
1/8/2020,3471534
1/15/2020,3471534
1/22/2020,3412446
1/29/2020,3412446
2/5/2020,3453764
2/12/2020,3453764
2/19/2020,3438801
2/26/2020,3438801
3/4/2020,3530453
3/11/2020,3530453
3/18/2020,3884720
3/25/2020,3884720
4/1/2020,4526124
4/8/2020,4526124
4/15/2020,4899202
4/22/2020,4899202
4/29/2020,5068799
5/6/2020,5068799
5/13/2020,5144614
5/20/2020,5144614
5/27/2020,5199813
6/3/2020,5199813
6/10/2020,5085807
6/17/2020,5085807
6/24/2020,4866046
7/1/2020,4866046
7/8/2020,4772522
7/15/2020,4772522
7/22/2020,4609205
7/29/2020,4609205
8/5/2020,4750981
8/12/2020,4750981
8/19/2020,4831027
8/26/2020,4831027
9/2/2020,4876717
9/9/2020,4876717
